date,adjClose
2020-08-19,108.22569274902344
2020-08-20,108.53699493408203
2020-08-21,108.61700439453125
2020-08-24,108.4658432006836
2020-08-25,108.20787811279297
2020-08-26,108.16344451904297
2020-08-27,107.78096008300781
2020-08-28,107.9588394165039
2020-08-31,108.07447052001953
2020-09-01,108.42874908447266
2020-09-02,108.58003234863281
2020-09-03,108.72245788574219
2020-09-04,108.11724090576172
2020-09-08,108.34858703613281
2020-09-09,108.29521942138672
2020-09-10,108.42874908447266
2020-09-11,108.59785461425781
2020-09-14,108.49995422363281
2020-09-15,108.4465560913086
2020-09-16,108.38423156738281
2020-09-17,108.4198226928711
2020-09-18,108.32192993164062
2020-09-21,108.5177230834961
2020-09-22,108.5177230834961
2020-09-23,108.5177230834961
2020-09-24,108.57112884521484
2020-09-25,108.66017150878906
2020-09-28,108.6423568725586
2020-09-29,108.72245788574219
2020-09-30,108.42874908447266
2020-10-01,108.49018859863281
2020-10-02,108.38330078125
2020-10-05,107.69749450683594
2020-10-06,107.94688415527344
2020-10-07,107.63516235351562
2020-10-08,107.83110809326172
2020-10-09,107.77764892578125
2020-10-12,107.89342498779297
2020-10-13,108.13392639160156
2020-10-14,108.1695556640625
2020-10-15,108.0537338256836
2020-10-16,107.99143981933594
2020-10-19,107.81327056884766
2020-10-20,107.58171844482422
2020-10-21,107.43921661376953
2020-10-22,107.06515502929688
2020-10-23,107.216552734375
2020-10-26,107.5015640258789
2020-10-27,107.7420425415039
2020-10-28,107.73311614990234
2020-10-29,107.2789077758789
2020-10-30,106.93152618408203
2020-11-02,107.1151123046875
2020-11-03,106.87451934814453
2020-11-04,107.77465057373047
2020-11-05,107.7568130493164
2020-11-06,107.39143371582031
2020-11-09,106.59822082519531
2020-11-10,106.29521942138672
2020-11-11,106.46455383300781
2020-11-12,107.070556640625
2020-11-13,106.927978515625
2020-11-16,106.84777069091797
2020-11-17,107.12403869628906
2020-11-18,107.0884017944336
2020-11-19,107.20426940917969
2020-11-20,107.39143371582031
2020-11-23,107.17752838134766
2020-11-24,107.0082015991211
2020-11-25,107.0438461303711
2020-11-27,107.36468505859375
2020-11-30,107.29338073730469
2020-12-01,106.72262573242188
2020-12-02,106.54425811767578
2020-12-03,106.82964324951172
2020-12-04,106.41050720214844
2020-12-07,106.740478515625
2020-12-08,106.84746551513672
2020-12-09,106.69586944580078
2020-12-10,106.93666076660156
2020-12-11,107.15068817138672
2020-12-14,107.08826446533203
2020-12-15,106.98124694824219
2020-12-16,106.89205932617188
2020-12-17,106.8144302368164
2020-12-18,106.72520446777344
2020-12-21,106.79658508300781
2020-12-22,106.97504425048828
2020-12-23,106.75194549560547
2020-12-24,106.9036636352539
2020-12-28,106.91258239746094
2020-12-29,106.89474487304688
2020-12-30,106.96611022949219
2020-12-31,107.03750610351562
2021-01-04,107.0643081665039
2021-01-05,106.8144302368164
2021-01-06,106.1897964477539
2021-01-07,105.81500244140625
2021-01-08,105.51156616210938
2021-01-11,105.30635070800781
2021-01-12,105.28849792480469
2021-01-13,105.65436553955078
2021-01-14,105.4134521484375
2021-01-15,105.69898986816406
2021-01-19,105.76146697998047
2021-01-20,105.80604553222656
2021-01-21,105.65436553955078
2021-01-22,105.81500244140625
2021-01-25,106.2433090209961
2021-01-26,106.2076187133789
2021-01-27,106.33257293701172
2021-01-28,106.05595397949219
2021-01-29,105.8685531616211
2021-02-01,106.00066375732422
2021-02-02,105.73280334472656
2021-02-03,105.4738540649414
2021-02-04,105.43814086914062
2021-02-05,105.21489715576172
2021-02-08,105.2595443725586
2021-02-09,105.33992004394531
2021-02-10,105.6078109741211
2021-02-11,105.52745819091797
2021-02-12,105.1791763305664
2021-02-16,104.4201889038086
2021-02-17,104.49160766601562
2021-02-18,104.4826889038086
2021-02-19,104.06305694580078
2021-02-22,103.89337158203125
2021-02-23,103.97372436523438
2021-02-24,103.83084869384766
2021-02-25,102.44682312011719
2021-02-26,103.36653900146484
2021-03-01,103.25039672851562
2021-03-02,103.43799591064453
2021-03-03,102.88402557373047
2021-03-04,102.374755859375
2021-03-05,102.23179626464844
2021-03-08,101.82977294921875
2021-03-09,102.31221771240234
2021-03-10,102.52662658691406
2021-03-11,102.49090576171875
2021-03-12,101.74933624267578
2021-03-15,101.87439727783203
2021-03-16,101.85653686523438
2021-03-17,101.68679809570312
2021-03-18,101.05242156982422
2021-03-19,100.9898681640625
2021-03-22,101.32046508789062
2021-03-23,101.82080078125
2021-03-24,101.95484161376953
2021-03-25,101.82080078125
2021-03-26,101.4813003540039
2021-03-29,101.1328353881836
2021-03-30,101.04350280761719
2021-03-31,100.90055084228516
2021-04-01,101.34752655029297
2021-04-05,101.06147003173828
2021-04-06,101.55313110351562
2021-04-07,101.49060821533203
2021-04-08,101.83926391601562
2021-04-09,101.57106018066406
2021-04-12,101.50846099853516
2021-04-13,101.92864227294922
2021-04-14,101.8034896850586
2021-04-15,102.45613861083984
2021-04-16,102.17900848388672
2021-04-19,102.07170867919922
2021-04-20,102.37567901611328
2021-04-21,102.42931365966797
2021-04-22,102.50977325439453
2021-04-23,102.37567901611328
2021-04-26,102.2684097290039
2021-04-27,101.86605834960938
2021-04-28,102.00016784667969
2021-04-29,101.8213882446289
2021-04-30,101.91079711914062
2021-05-03,102.0843276977539
2021-05-04,102.21853637695312
2021-05-05,102.34378051757812
2021-05-06,102.38850402832031
2021-05-07,102.4242935180664
2021-05-10,102.21853637695312
2021-05-11,102.04853820800781
2021-05-12,101.55652618408203
2021-05-13,101.89649963378906
2021-05-14,102.1201171875
