Date,CL=F,UUP,GLD,^VIX,^OVX,SHY,IEF,TIP,CL_vol_5d,CL_vol_21d,CL_mom_5d,CL_mom_21d,UUP_lag1,GLD_lag1,VIX_lag1
2020-08-21,-0.005652433157436007,0.0047769870650778475,-0.008043165542872153,-0.007954014401352787,0.02556141114783947,-0.00011552326689815162,0.0007376643232606246,0.003417176793305145,,,,,,,
2020-08-24,0.006591332298519188,0.0015873845257166582,-0.005674470685927035,-0.007570736211465015,-0.043386155193383125,-0.00011563503254425409,-0.0013932212816609964,0.0019812473019419313,,,,,0.0047769870650778475,-0.008043165542872153,-0.007954014401352787
2020-08-25,0.016983066418389196,-0.0035750375140259968,0.0012147382641175607,-0.01531562103515096,0.023898159203509985,0.00011563503254431514,-0.0023806464112699887,-0.0003168173757627313,,,,,0.0015873845257166582,-0.005674470685927035,-0.007570736211465015
2020-08-26,0.0009223177161198882,-0.0011944397877950929,0.011739667325137685,0.054759805003130275,0.02274872537553063,0.0,-0.0004113507620091399,0.0019781734510186445,,,,,-0.0035750375140259968,0.0012147382641175607,-0.01531562103515096
2020-08-27,-0.008099048618543214,0.0011944397877951278,-0.011629286747359493,0.050282852407834394,-0.0014808009559117022,-0.00011563503254425409,-0.0035420140679998896,-0.003959976281397379,0.010089269695674074,,0.00214904693140981,,-0.0011944397877950929,0.011739667325137685,0.054759805003130275
2020-08-28,-0.0016277109299070451,-0.007990442580259358,0.017230926299239783,-0.06369431781739199,-0.05107493684847585,0.00034666822225690186,0.0016487346705548788,0.0031692054820038956,0.009451647773441367,,0.0029539913769156025,,0.0011944397877951278,-0.011629286747359493,0.050282852407834394
2020-08-31,-0.008413244359208306,-0.0012041138126827604,0.00238341719432408,0.13998918895490434,0.016396307515081927,0.0003464497347602009,0.0010708464293832742,0.004499141569711305,0.0103475953450296,,-4.692395462989607e-05,,-0.007990442580259358,0.017230926299239783,-0.06369431781739199
2020-09-01,0.00351406506768507,0.0020060801958105656,0.001189581722410416,-0.011041383993239473,-0.026427789644401505,-0.0002427579836805776,0.0032722419826365485,0.0005512219489022757,0.005354161674174206,,-0.0027407242247707215,,-0.0012041138126827604,0.00238341719432408,0.13998918895490434
2020-09-02,-0.029668725273937598,0.003600697358412934,-0.013218610873058246,0.01708141174784904,0.11167330606536613,0.00011587805824548556,0.0013944706921212471,0.00039332723250833085,0.012641253606071705,,-0.008858932822782219,,0.0020060801958105656,0.001189581722410416,-0.011041383993239473
2020-09-03,-0.00337836697498113,0.00039925936808097396,-0.008137254873336977,0.23474327327010022,0.1511270776495291,-0.00011587805824550649,0.0013110611897707686,-0.003467717450842383,0.012886110564327997,,-0.007914796494069802,,0.003600697358412934,-0.013218610873058246,0.01708141174784904
2020-09-04,-0.03944308392485077,0.0015955305668323167,0.0027564932922231992,-0.08863602730356801,0.06426599489529826,-0.000346632271255045,-0.005582667587235084,-0.003084162197474909,0.018253166563516016,,-0.015477871093058548,,0.00039925936808097396,-0.008137254873336977,0.23474327327010022
2020-09-08,-0.07870261890253123,0.005168026417831332,-0.0019287808618004912,0.022826874276290363,0.23892032096032603,0.00011562303930342671,0.0021379784017796204,0.0009500759401269817,0.03275688060669971,,-0.02953574600172313,,0.0015955305668323167,0.0027564932922231992,-0.08863602730356801
2020-09-09,0.034490812429379666,-0.0015873845257167289,0.009661434230238847,-0.087994337969611,-0.12320924394805528,0.0001155112866338808,-0.0004929578234220119,0.0005535038938345742,0.042152257667034024,,-0.02334039652938421,,0.005168026417831332,-0.0019287808618004912,0.022826874276290363
2020-09-10,-0.019907758061094676,0.001983710059785403,-0.0032283485242562797,0.030761128099848593,0.05396075118343679,-0.00011551128663386092,0.0012321151269855887,0.0008697020054921496,0.04201169858408761,,-0.021388203086815626,,-0.0015873845257167289,0.009661434230238847,-0.087994337969611
2020-09-11,0.0008040357813497115,-0.0019837100597854458,-5.4861557792618405e-05,-0.10047320479855545,-0.03969626211069761,0.00023100923195147957,0.0015585264083396457,-0.0005530225865829187,0.04249874716484079,,-0.02055172253554946,,0.001983710059785403,-0.0032283485242562797,0.030761128099848593
2020-09-14,-0.0018770218509551696,-0.002385641084573437,0.00786160327773618,-0.03869983814901202,-0.014466822812858408,-0.00011549794531768192,-0.00090190135650142,-0.0006328779496189512,0.04163590142201289,,-0.013038510120770338,,-0.0019837100597854458,-5.4861557792618405e-05,-0.10047320479855545
2020-09-15,0.027007214569933265,0.0007958178610155625,-0.0023956152677241513,-0.010108959576996254,-0.08927703673554013,0.0001154979453176899,-0.0004921997206375559,0.0007115783933370255,0.02231123178042713,,0.008103456573722561,,-0.002385641084573437,0.00786160327773618,-0.03869983814901202
2020-09-16,0.04794393688801778,0.001192625560833245,0.0028305733071044763,0.01743219636437699,-0.09413798482233803,0.00011587805824548556,-0.0005747974697432398,0.0,0.026673668032914544,,0.010794081465450184,,0.0007958178610155625,-0.0023956152677241513,-0.010108959576996254
2020-09-17,0.019968649769852957,-0.0035820669479927703,-0.005505121062685115,0.016000271587512268,-0.060123326504277534,-0.00023137600356319213,0.0003281845179501563,0.0005534144304717193,0.020429650255688034,,0.018769363031639712,,0.001192625560833245,0.0028305733071044763,0.01743219636437699
2020-09-18,0.0034112944027500885,0.0011954769722883072,0.001310849171618332,-0.024097519932326384,0.008740419548674593,0.0001154979453176899,-0.0009033125698515833,-0.0008694879476058478,0.0198824053347101,,0.019290814755919785,,-0.0035820669479927703,-0.005505121062685115,0.016000271587512268
